54163,35,17,7,2016,summer
50151,35,35,7,2016,summer
37703,35,35,7,2016,summer
27780,31,35,7,2016,summer
27651,15,31,7,2016,summer
49401,26,15,8,2016,summer
56764,20,26,8,2016,summer
57003,21,20,8,2016,summer
56604,19,21,8,2016,summer
53297,25,19,8,2016,summer
44213,19,25,8,2016,summer
43631,19,19,8,2016,summer
52262,32,19,8,2016,summer
56112,27,32,8,2016,summer
50114,20,27,8,2016,summer
47430,32,20,8,2016,summer
44750,26,32,8,2016,summer
38912,24,26,8,2016,summer
32961,19,24,8,2016,summer
49063,24,19,8,2016,summer
50426,25,24,8,2016,summer
53989,12,25,8,2016,summer
53218,42,12,8,2016,summer
51669,37,42,8,2016,summer
45817,25,37,8,2016,summer
35051,16,25,8,2016,summer
54404,12,16,8,2016,summer
58674,29,12,8,2016,summer
58154,32,29,8,2016,summer
53487,36,32,8,2016,summer
52037,20,36,8,2016,summer
45674,26,20,8,2016,summer
44639,18,26,8,2016,summer
53288,17,18,8,2016,summer
57405,20,17,8,2016,summer
57214,31,20,8,2016,summer
38187,32,31,9,2016,autumn
53007,22,32,9,2016,autumn
41630,29,22,9,2016,autumn
46023,16,29,9,2016,autumn
45436,14,16,9,2016,autumn
52447,14,14,9,2016,autumn
60500,26,14,9,2016,autumn
61596,38,26,9,2016,autumn
56813,33,38,9,2016,autumn
48455,25,33,9,2016,autumn
52245,9,25,9,2016,autumn
61103,19,9,9,2016,autumn
64839,24,19,9,2016,autumn
59203,31,24,9,2016,autumn
67331,23,31,9,2016,autumn
65275,24,23,9,2016,autumn
59200,18,24,9,2016,autumn
51686,22,18,9,2016,autumn
34217,23,22,9,2016,autumn
64891,34,23,9,2016,autumn
65463,35,34,9,2016,autumn
67810,37,35,9,2016,autumn
65517,48,37,9,2016,autumn
53259,25,48,9,2016,autumn
53568,23,25,9,2016,autumn
61386,26,23,9,2016,autumn
61346,29,26,9,2016,autumn
59464,27,29,9,2016,autumn
55578,21,27,9,2016,autumn
21381,19,21,9,2016,autumn
39811,14,19,10,2016,autumn
41023,19,14,10,2016,autumn
56384,32,19,10,2016,autumn
60379,24,32,10,2016,autumn
65053,28,24,10,2016,autumn
67585,35,28,10,2016,autumn
65896,33,35,10,2016,autumn
34625,27,33,10,2016,autumn
21689,19,27,10,2016,autumn
52255,26,19,10,2016,autumn
58768,26,26,10,2016,autumn
57690,28,26,10,2016,autumn
61217,27,28,10,2016,autumn
60566,31,27,10,2016,autumn
51992,23,31,10,2016,autumn
48870,23,23,10,2016,autumn
62657,34,23,10,2016,autumn
68240,33,34,10,2016,autumn
69772,23,33,10,2016,autumn
63674,26,23,10,2016,autumn
40873,25,26,10,2016,autumn
25303,10,25,10,2016,autumn
41463,17,10,10,2016,autumn
55261,25,17,10,2016,autumn
52681,20,25,10,2016,autumn
52484,24,20,10,2016,autumn
21058,30,24,10,2016,autumn
46242,15,30,10,2016,autumn
42514,22,15,10,2016,autumn
37765,25,22,10,2016,autumn
50082,20,25,10,2016,autumn
55967,25,20,11,2016,autumn
62144,25,25,11,2016,autumn
59641,22,25,11,2016,autumn
57877,22,22,11,2016,autumn
48689,25,22,11,2016,autumn
39413,20,25,11,2016,autumn
49890,29,20,11,2016,autumn
56603,32,29,11,2016,autumn
38060,36,32,11,2016,autumn
50871,24,36,11,2016,autumn
45832,19,24,11,2016,autumn
34667,31,19,11,2016,autumn
36810,25,31,11,2016,autumn
48834,34,25,11,2016,autumn
22896,36,34,11,2016,autumn
53342,30,36,11,2016,autumn
53895,24,30,11,2016,autumn
53390,41,24,11,2016,autumn
41213,29,41,11,2016,autumn
20617,11,29,11,2016,autumn
32972,18,11,11,2016,autumn
36749,19,18,11,2016,autumn
34466,29,19,11,2016,autumn
12122,25,29,11,2016,autumn
20980,26,25,11,2016,autumn
23811,20,26,11,2016,autumn
24077,22,20,11,2016,autumn
42091,32,22,11,2016,autumn
14588,42,32,11,2016,autumn
24435,40,42,11,2016,autumn
43242,31,40,12,2016,winter
42371,23,31,12,2016,winter
29854,13,23,12,2016,winter
27455,30,13,12,2016,winter
35932,36,30,12,2016,winter
33332,48,36,12,2016,winter
38021,29,48,12,2016,winter
39626,30,29,12,2016,winter
33547,24,30,12,2016,winter
22379,33,24,12,2016,winter
17799,32,33,12,2016,winter
29037,36,32,12,2016,winter
39025,38,36,12,2016,winter
37808,32,38,12,2016,winter
25015,25,32,12,2016,winter
24490,30,25,12,2016,winter
6993,42,30,12,2016,winter
16295,30,42,12,2016,winter
25649,31,30,12,2016,winter
27685,44,31,12,2016,winter
30625,41,44,12,2016,winter
30889,35,41,12,2016,winter
26344,39,35,12,2016,winter
8014,30,39,12,2016,winter
9924,26,30,12,2016,winter
10775,38,26,12,2016,winter
25955,29,38,12,2016,winter
23601,27,29,12,2016,winter
13207,42,27,12,2016,winter
21375,30,42,12,2016,winter
15928,27,30,12,2016,winter
16009,40,27,1,2017,winter
8921,36,40,1,2017,winter
14198,25,36,1,2017,winter
34039,25,25,1,2017,winter
28393,28,25,1,2017,winter
24177,27,28,1,2017,winter
4425,23,27,1,2017,winter
6417,17,23,1,2017,winter
15856,39,17,1,2017,winter
23232,46,39,1,2017,winter
32419,40,46,1,2017,winter
39783,40,40,1,2017,winter
33611,25,40,1,2017,winter
13819,36,25,1,2017,winter
17384,31,36,1,2017,winter
24110,42,31,1,2017,winter
18646,41,42,1,2017,winter
30857,30,41,1,2017,winter
36561,36,30,1,2017,winter
26752,37,36,1,2017,winter
26610,28,37,1,2017,winter
20523,31,28,1,2017,winter
15822,19,31,1,2017,winter
13171,21,19,1,2017,winter
36931,40,21,1,2017,winter
33002,47,40,1,2017,winter
32394,22,47,1,2017,winter
21302,27,22,1,2017,winter
22527,33,27,1,2017,winter
29616,38,33,1,2017,winter
25169,43,38,1,2017,winter
35221,47,43,2,2017,winter
34517,40,47,2,2017,winter
29632,36,40,2,2017,winter
19204,31,36,2,2017,winter
20059,32,31,2,2017,winter
33415,36,32,2,2017,winter
23053,50,36,2,2017,winter
40428,46,50,2,2017,winter
1997,14,46,2,2017,winter
8959,29,14,2,2017,winter
5801,24,29,2,2017,winter
23857,15,24,2,2017,winter
29668,20,15,2,2017,winter
32052,22,20,2,2017,winter
29120,16,22,2,2017,winter
28735,21,16,2,2017,winter
30571,18,21,2,2017,winter
36963,25,18,2,2017,winter
32292,21,25,2,2017,winter
32643,30,21,2,2017,winter
38119,19,30,2,2017,winter
42434,19,19,2,2017,winter
47031,23,19,2,2017,winter
33343,17,23,2,2017,winter
24714,11,17,2,2017,winter
35984,0,11,2,2017,winter
41835,34,0,2,2017,winter
40592,15,34,3,2017,spring
35739,15,15,3,2017,spring
31105,17,15,3,2017,spring
15646,12,17,3,2017,spring
15919,19,12,3,2017,spring
32467,25,19,3,2017,spring
29683,28,25,3,2017,spring
43469,23,28,3,2017,spring
45252,20,23,3,2017,spring
18412,27,20,3,2017,spring
15185,12,27,3,2017,spring
13442,12,12,3,2017,spring
27417,22,12,3,2017,spring
7098,18,22,3,2017,spring
4106,36,18,3,2017,spring
10550,23,36,3,2017,spring
27378,32,23,3,2017,spring
36824,26,32,3,2017,spring
26927,25,26,3,2017,spring
29885,47,25,3,2017,spring
34018,43,47,3,2017,spring
29646,50,43,3,2017,spring
19893,25,50,3,2017,spring
26301,49,25,3,2017,spring
21589,36,49,3,2017,spring
42430,32,36,3,2017,spring
39746,40,32,3,2017,spring
6946,42,40,3,2017,spring
23849,20,42,4,2017,spring
39780,36,20,4,2017,spring
43485,68,36,4,2017,spring
29991,49,68,4,2017,spring
47636,42,49,4,2017,spring
18020,45,42,4,2017,spring
35779,26,45,4,2017,spring
35936,19,26,4,2017,spring
43896,40,19,4,2017,spring
50424,52,40,4,2017,spring
57310,55,52,4,2017,spring
51188,56,55,4,2017,spring
52915,31,56,4,2017,spring
52232,39,31,4,2017,spring
42531,41,39,4,2017,spring
48140,19,41,4,2017,spring
53247,31,19,4,2017,spring
53809,24,31,4,2017,spring
45787,25,24,4,2017,spring
44264,35,25,4,2017,spring
39868,32,35,4,2017,spring
34596,17,32,4,2017,spring
49107,25,17,4,2017,spring
48692,35,25,4,2017,spring
20332,20,35,4,2017,spring
37727,34,20,4,2017,spring
52035,29,34,4,2017,spring
62199,51,29,4,2017,spring
57701,45,51,4,2017,spring
42928,18,45,4,2017,spring
56218,36,18,5,2017,spring
61207,21,36,5,2017,spring
59252,23,21,5,2017,spring
57429,38,23,5,2017,spring
24009,32,38,5,2017,spring
46618,24,32,5,2017,spring
34293,14,24,5,2017,spring
51553,33,14,5,2017,spring
56461,28,33,5,2017,spring
58454,31,28,5,2017,spring
57208,35,31,5,2017,spring
56675,30,35,5,2017,spring
5704,18,30,5,2017,spring
38729,12,18,5,2017,spring
54715,13,12,5,2017,spring
64504,40,13,5,2017,spring
65794,40,40,5,2017,spring
63753,40,40,5,2017,spring
62143,44,40,5,2017,spring
47859,26,44,5,2017,spring
54874,23,26,5,2017,spring
24627,32,23,5,2017,spring
60032,41,32,5,2017,spring
60622,42,41,5,2017,spring
17495,28,42,5,2017,spring
53768,19,28,5,2017,spring
46534,34,19,5,2017,spring
46727,26,34,5,2017,spring
26322,20,26,5,2017,spring
50194,29,20,5,2017,spring
59495,33,29,5,2017,spring
67403,36,33,6,2017,summer
66907,34,36,6,2017,summer
56264,31,34,6,2017,summer
40138,31,31,6,2017,summer
55883,38,31,6,2017,summer
41268,18,38,6,2017,summer
64453,44,18,6,2017,summer
62653,36,44,6,2017,summer
66506,30,36,6,2017,summer
57087,26,30,6,2017,summer
51427,27,26,6,2017,summer
57871,31,27,6,2017,summer
60921,33,31,6,2017,summer
60513,27,33,6,2017,summer
64763,24,27,6,2017,summer
56403,23,24,6,2017,summer
34900,24,23,6,2017,summer
49472,16,24,6,2017,summer
38310,18,16,6,2017,summer
64673,23,18,6,2017,summer
67218,25,23,6,2017,summer
66308,28,25,6,2017,summer
55323,20,28,6,2017,summer
52153,17,20,6,2017,summer
54655,20,17,6,2017,summer
62669,24,20,6,2017,summer
64767,24,24,6,2017,summer
67752,20,24,6,2017,summer
64272,24,20,6,2017,summer
58662,25,24,6,2017,summer
36737,19,25,7,2017,summer
43036,19,19,7,2017,summer
48193,25,19,7,2017,summer
49924,21,25,7,2017,summer
60321,30,21,7,2017,summer
62147,20,30,7,2017,summer
44068,23,20,7,2017,summer
55015,17,23,7,2017,summer
57118,17,17,7,2017,summer
60907,23,17,7,2017,summer
61671,27,23,7,2017,summer
61786,22,27,7,2017,summer
56475,23,22,7,2017,summer
31851,18,23,7,2017,summer
56499,15,18,7,2017,summer
56833,18,15,7,2017,summer
62555,22,18,7,2017,summer
66234,26,22,7,2017,summer
63915,26,26,7,2017,summer
59663,34,26,7,2017,summer
60072,0,34,7,2017,summer
48011,0,0,7,2017,summer
46942,0,0,7,2017,summer
43792,0,0,7,2017,summer
65336,20,0,7,2017,summer
70323,20,20,7,2017,summer
65769,22,20,7,2017,summer
63899,32,22,7,2017,summer
52947,17,32,7,2017,summer
59342,18,17,7,2017,summer
64218,25,18,7,2017,summer
66677,29,25,8,2017,summer
56184,32,29,8,2017,summer
66149,32,32,8,2017,summer
56394,19,32,8,2017,summer
58971,19,19,8,2017,summer
56476,14,19,8,2017,summer
23395,21,14,8,2017,summer
65233,20,21,8,2017,summer
67884,30,20,8,2017,summer
66249,30,30,8,2017,summer
63140,24,30,8,2017,summer
60540,18,24,8,2017,summer
57518,17,18,8,2017,summer
61482,25,17,8,2017,summer
52461,23,25,8,2017,summer
68436,20,23,8,2017,summer
66656,25,20,8,2017,summer
36620,22,25,8,2017,summer
62442,22,22,8,2017,summer
55442,15,22,8,2017,summer
61059,24,15,8,2017,summer
60541,21,24,8,2017,summer
65070,18,21,8,2017,summer
66307,18,18,8,2017,summer
64217,18,18,8,2017,summer
50109,16,18,8,2017,summer
54598,16,16,8,2017,summer
60886,23,16,8,2017,summer
35152,15,23,8,2017,summer
65329,20,15,8,2017,summer
64881,23,20,8,2017,summer
54881,14,23,9,2017,autumn
37812,18,14,9,2017,autumn
30955,13,18,9,2017,autumn
55285,14,13,9,2017,autumn
65445,25,14,9,2017,autumn
42295,22,25,9,2017,autumn
69519,17,22,9,2017,autumn
69574,18,17,9,2017,autumn
60155,9,18,9,2017,autumn
60711,12,9,9,2017,autumn
71917,25,12,9,2017,autumn
74580,33,25,9,2017,autumn
69566,27,33,9,2017,autumn
72071,25,27,9,2017,autumn
72297,29,25,9,2017,autumn
61036,27,29,9,2017,autumn
59967,22,27,9,2017,autumn
64130,17,22,9,2017,autumn
57910,14,17,9,2017,autumn
71150,20,14,9,2017,autumn
67742,20,20,9,2017,autumn
70127,22,20,9,2017,autumn
62687,28,22,9,2017,autumn
57458,26,28,9,2017,autumn
69200,42,26,9,2017,autumn
71518,23,42,9,2017,autumn
69897,25,23,9,2017,autumn
70883,14,25,9,2017,autumn
67177,18,14,9,2017,autumn
50153,13,18,9,2017,autumn
55505,32,13,10,2017,autumn
65511,41,32,10,2017,autumn
69105,35,41,10,2017,autumn
71454,35,35,10,2017,autumn
70174,35,35,10,2017,autumn
70257,40,35,10,2017,autumn
63635,36,40,10,2017,autumn
41044,18,36,10,2017,autumn
38391,13,18,10,2017,autumn
74118,21,13,10,2017,autumn
63589,25,21,10,2017,autumn
61248,31,25,10,2017,autumn
67020,23,31,10,2017,autumn
58777,28,23,10,2017,autumn
56529,23,28,10,2017,autumn
61730,11,23,10,2017,autumn
64480,30,11,10,2017,autumn
70234,42,30,10,2017,autumn
72311,41,42,10,2017,autumn
72173,40,41,10,2017,autumn
65874,42,40,10,2017,autumn
62150,34,42,10,2017,autumn
69274,31,34,10,2017,autumn
48077,20,31,10,2017,autumn
71287,38,20,10,2017,autumn
64003,22,38,10,2017,autumn
69268,36,22,10,2017,autumn
61348,39,36,10,2017,autumn
9537,20,39,10,2017,autumn
49247,25,20,10,2017,autumn
60242,31,25,10,2017,autumn
60773,36,31,11,2017,autumn
70810,38,36,11,2017,autumn
71818,28,38,11,2017,autumn
53435,27,28,11,2017,autumn
34943,24,27,11,2017,autumn
57606,25,24,11,2017,autumn
36362,26,25,11,2017,autumn
54211,22,26,11,2017,autumn
58417,35,22,11,2017,autumn
38432,15,35,11,2017,autumn
28142,33,15,11,2017,autumn
32471,41,33,11,2017,autumn
38753,39,41,11,2017,autumn
52279,34,39,11,2017,autumn
54230,36,34,11,2017,autumn
49737,33,36,11,2017,autumn
48991,32,33,11,2017,autumn
27745,42,32,11,2017,autumn
31598,16,42,11,2017,autumn
45121,29,16,11,2017,autumn
52451,42,29,11,2017,autumn
32298,53,42,11,2017,autumn
13705,29,53,11,2017,autumn
23724,40,29,11,2017,autumn
30518,39,40,11,2017,autumn
27181,30,39,11,2017,autumn
46733,37,30,11,2017,autumn
51170,44,37,11,2017,autumn
55295,37,44,11,2017,autumn
51700,39,37,11,2017,autumn
50708,34,39,12,2017,winter
38923,35,34,12,2017,winter
33728,39,35,12,2017,winter
49630,37,39,12,2017,winter
41792,39,37,12,2017,winter
46335,32,39,12,2017,winter
45367,37,32,12,2017,winter
41330,31,37,12,2017,winter
10804,25,31,12,2017,winter
19815,31,25,12,2017,winter
41838,35,31,12,2017,winter
42620,33,35,12,2017,winter
32623,23,33,12,2017,winter
27495,37,23,12,2017,winter
22944,42,37,12,2017,winter
19060,31,42,12,2017,winter
22403,41,31,12,2017,winter
40168,47,41,12,2017,winter
49503,38,47,12,2017,winter
41463,27,38,12,2017,winter
37592,40,27,12,2017,winter
34341,47,40,12,2017,winter
9608,30,47,12,2017,winter
13216,20,30,12,2017,winter
6479,21,20,12,2017,winter
14113,29,21,12,2017,winter
16365,21,29,12,2017,winter
13420,19,21,12,2017,winter
13759,34,19,12,2017,winter
5956,36,34,12,2017,winter
6569,23,36,12,2017,winter
5500,28,23,1,2018,winter
18818,30,28,1,2018,winter
24299,51,30,1,2018,winter
1922,41,51,1,2018,winter
4972,22,41,1,2018,winter
4295,17,22,1,2018,winter
5640,34,17,1,2018,winter
15821,42,34,1,2018,winter
25091,38,42,1,2018,winter
28252,84,38,1,2018,winter
33961,79,84,1,2018,winter
22254,47,79,1,2018,winter
17760,19,47,1,2018,winter
12399,18,19,1,2018,winter
17637,33,18,1,2018,winter
30278,47,33,1,2018,winter
19010,35,47,1,2018,winter
27662,42,35,1,2018,winter
30525,46,42,1,2018,winter
28507,45,46,1,2018,winter
27908,48,45,1,2018,winter
36865,52,48,1,2018,winter
28797,40,52,1,2018,winter
36078,25,40,1,2018,winter
31147,31,25,1,2018,winter
33073,42,31,1,2018,winter
34351,35,42,1,2018,winter
20101,32,35,1,2018,winter
36799,41,32,1,2018,winter
27996,31,41,1,2018,winter
31276,33,31,1,2018,winter
35561,39,33,2,2018,winter
26313,38,39,2,2018,winter
18385,31,38,2,2018,winter
13959,42,31,2,2018,winter
29068,37,42,2,2018,winter
34102,46,37,2,2018,winter
15289,48,46,2,2018,winter
31564,33,48,2,2018,winter
31567,47,33,2,2018,winter
16324,52,47,2,2018,winter
8809,43,52,2,2018,winter
35139,26,43,2,2018,winter
35189,37,26,2,2018,winter
39591,43,37,2,2018,winter
44193,47,43,2,2018,winter
29191,37,47,2,2018,winter
17921,44,37,2,2018,winter
21538,45,44,2,2018,winter
25677,49,45,2,2018,winter
44480,42,49,2,2018,winter
53115,30,42,2,2018,winter
27010,28,30,2,2018,winter
25634,45,28,2,2018,winter
25550,24,45,2,2018,winter
16150,25,24,2,2018,winter
42570,45,25,2,2018,winter
48516,48,45,2,2018,winter
50709,51,48,2,2018,winter
45564,51,51,3,2018,spring
6855,19,51,3,2018,spring
28364,8,19,3,2018,spring
25262,9,8,3,2018,spring
36774,31,9,3,2018,spring
42689,42,31,3,2018,spring
8188,22,42,3,2018,spring
28440,33,22,3,2018,spring
34912,28,33,3,2018,spring
25444,26,28,3,2018,spring
27597,31,26,3,2018,spring
36340,42,31,3,2018,spring
23137,25,42,3,2018,spring
35377,30,25,3,2018,spring
39574,29,30,3,2018,spring
34921,28,29,3,2018,spring
27672,23,28,3,2018,spring
25158,43,23,3,2018,spring
39278,51,43,3,2018,spring
35532,39,51,3,2018,spring
3755,24,39,3,2018,spring
27308,35,24,3,2018,spring
38528,34,35,3,2018,spring
34398,19,34,3,2018,spring
25562,22,19,3,2018,spring
40295,47,22,3,2018,spring
41354,53,47,3,2018,spring
42520,42,53,3,2018,spring
39293,40,42,3,2018,spring
34787,46,40,3,2018,spring
41794,24,46,3,2018,spring
33149,25,24,4,2018,spring
22063,46,25,4,2018,spring
25881,46,46,4,2018,spring
36753,50,46,4,2018,spring
39814,43,50,4,2018,spring
35624,50,43,4,2018,spring
33245,14,50,4,2018,spring
28410,12,14,4,2018,spring
40509,27,12,4,2018,spring
43051,42,27,4,2018,spring
48612,52,42,4,2018,spring
53168,55,52,4,2018,spring
63510,55,55,4,2018,spring
62597,39,55,4,2018,spring
20440,12,39,4,2018,spring
26289,32,12,4,2018,spring
44689,22,32,4,2018,spring
51110,43,22,4,2018,spring
38298,37,43,4,2018,spring
47052,18,37,4,2018,spring
63599,25,18,4,2018,spring
54284,40,25,4,2018,spring
57767,50,40,4,2018,spring
58527,63,50,4,2018,spring
31214,48,63,4,2018,spring
66077,43,48,4,2018,spring
39154,44,43,4,2018,spring
56745,41,44,4,2018,spring
44837,20,41,4,2018,spring
41075,37,20,4,2018,spring
72035,57,37,5,2018,spring
76773,62,57,5,2018,spring
69056,50,62,5,2018,spring
71199,48,50,5,2018,spring
63329,31,48,5,2018,spring
48993,30,31,5,2018,spring
68917,42,30,5,2018,spring
74313,54,42,5,2018,spring
78458,55,54,5,2018,spring
67455,42,55,5,2018,spring
75266,48,42,5,2018,spring
34535,31,48,5,2018,spring
25986,24,31,5,2018,spring
64729,43,24,5,2018,spring
52826,33,43,5,2018,spring
32766,31,33,5,2018,spring
49789,8,31,5,2018,spring
63113,32,8,5,2018,spring
18026,31,32,5,2018,spring
56949,29,31,5,2018,spring
71220,32,29,5,2018,spring
48508,49,32,5,2018,spring
72655,31,49,5,2018,spring
74810,45,31,5,2018,spring
69345,40,45,5,2018,spring
51597,46,40,5,2018,spring
25814,42,46,5,2018,spring
49043,21,42,5,2018,spring
69090,51,21,5,2018,spring
72321,43,51,5,2018,spring
55794,33,43,5,2018,spring
62877,42,33,6,2018,summer
60293,34,42,6,2018,summer
50045,13,34,6,2018,summer
58913,43,13,6,2018,summer
71912,34,43,6,2018,summer
69802,24,34,6,2018,summer
70483,25,24,6,2018,summer
72711,40,25,6,2018,summer
65250,33,40,6,2018,summer
41642,34,33,6,2018,summer
68078,30,34,6,2018,summer
76279,33,30,6,2018,summer
64292,30,33,6,2018,summer
75807,21,30,6,2018,summer
72422,34,21,6,2018,summer
63187,31,34,6,2018,summer
56228,29,31,6,2018,summer
63557,34,29,6,2018,summer
72170,24,34,6,2018,summer
74090,31,24,6,2018,summer
70052,46,31,6,2018,summer
71086,26,46,6,2018,summer
51031,25,26,6,2018,summer
55775,25,25,6,2018,summer
71752,27,25,6,2018,summer
80651,27,27,6,2018,summer
67698,25,27,6,2018,summer
50433,41,25,6,2018,summer
69864,25,41,6,2018,summer
54723,45,25,6,2018,summer
45266,50,45,7,2018,summer
58635,53,50,7,2018,summer
54884,51,53,7,2018,summer
48372,30,51,7,2018,summer
59476,19,30,7,2018,summer
49507,22,19,7,2018,summer
60918,14,22,7,2018,summer
60489,20,14,7,2018,summer
70067,35,20,7,2018,summer
72509,32,35,7,2018,summer
73018,25,32,7,2018,summer
74860,29,25,7,2018,summer
72121,27,29,7,2018,summer
62565,22,27,7,2018,summer
52295,21,22,7,2018,summer
67073,29,21,7,2018,summer
48497,30,29,7,2018,summer
75708,17,30,7,2018,summer
